Date,Quality_grade,AQI,AQI_rank,PM2_5,PM10,SO2,NO2,CO,O3
2014-01-01,良,92,41,50,115,107,54,2.37,13
2014-01-02,良,87,32,50,106,115,50,2.34,8
2014-01-03,良,85,37,51,114,94,45,2.26,14
2014-01-04,良,80,34,49,106,97,51,2.40,12
2014-01-05,良,82,15,51,107,103,54,2.37,10
2014-01-06,轻度污染,119,54,84,142,95,59,2.50,9
2014-01-07,良,86,52,52,93,40,37,1.72,21
2014-01-08,良,60,64,28,71,43,33,1.37,31
2014-01-09,良,71,80,43,89,87,47,1.86,10
2014-01-10,良,90,63,59,116,86,52,2.26,10
2014-01-11,良,74,36,49,94,77,44,2.09,16
2014-01-12,良,76,58,45,99,77,47,2.15,16
2014-01-13,良,81,66,52,98,93,50,2.31,9
2014-01-14,良,84,55,57,110,94,55,2.57,13
2014-01-15,轻度污染,104,59,73,122,116,55,2.62,12
2014-01-16,轻度污染,118,60,86,148,111,53,2.88,13
2014-01-17,良,79,16,54,103,89,45,2.60,14
2014-01-18,良,89,25,56,113,121,55,2.74,11
2014-01-19,轻度污染,104,28,51,157,88,47,2.70,20
2014-01-20,良,69,25,35,85,63,40,2.22,21
2014-01-21,良,76,58,48,90,90,46,2.60,13
2014-01-22,良,97,87,68,123,94,57,3.07,14
2014-01-24,轻度污染,115,82,70,164,114,50,3.11,16
2014-01-25,良,82,54,52,104,112,47,2.82,16
2014-01-26,轻度污染,110,124,78,133,98,47,2.75,24
2014-01-27,轻度污染,138,140,98,152,79,50,2.92,19
2014-01-28,良,80,82,48,99,74,45,2.45,19
2014-01-29,中度污染,160,147,121,187,98,61,3.30,23
2014-01-30,中度污染,151,88,107,196,92,54,2.88,20
2014-01-31,严重污染,260,132,205,273,117,56,3.23,23
2014-02-01,良,93,70,64,117,78,46,2.67,21
2014-02-02,良,73,35,38,94,55,35,2.26,21
2014-02-03,良,80,104,26,109,28,22,1.77,38
2014-02-04,良,99,162,34,146,51,30,2.04,18
2014-02-05,良,83,158,58,104,48,23,2.25,32
2014-02-06,轻度污染,113,165,85,102,63,32,2.60,23
2014-02-07,良,97,146,72,95,56,29,2.60,36
2014-02-08,良,82,122,58,83,44,29,2.47,32
2014-02-09,优,29,28,19,26,27,19,1.89,42
2014-02-10,良,56,102,37,57,62,38,2.32,27
2014-02-11,良,79,90,57,85,53,45,2.57,30
2014-02-12,良,88,79,65,93,59,44,2.62,35
2014-02-13,轻度污染,138,145,104,135,76,35,2.75,54
2014-02-14,中度污染,166,147,126,172,70,50,3.25,34
2014-02-15,中度污染,176,131,134,176,69,57,3.44,21
2014-02-16,中度污染,167,148,126,163,61,51,3.41,26
2014-02-17,中度污染,171,167,129,151,49,34,3.13,38
2014-02-18,轻度污染,145,183,108,125,57,36,3.19,42
2014-02-19,良,84,91,54,99,38,38,2.83,31
2014-02-20,良,86,80,58,113,44,44,2.98,21
2014-02-21,重度污染,203,164,154,222,76,66,4.13,28
2014-02-22,中度污染,189,155,142,204,62,51,3.74,22
2014-02-23,中度污染,199,144,152,214,69,54,3.89,16
2014-02-24,重度污染,204,145,156,214,59,53,3.79,18
2014-02-25,中度污染,161,116,121,167,49,41,2.99,36
2014-02-26,轻度污染,118,103,67,142,32,32,2.10,40
2014-02-27,良,83,80,34,116,32,36,1.98,25
2014-02-28,轻度污染,114,174,78,160,36,41,2.62,18
2014-03-01,良,69,101,35,88,45,35,2.28,28
2014-03-02,良,81,82,47,111,38,42,2.39,23
2014-03-03,轻度污染,114,132,81,155,55,52,2.92,15
2014-03-04,良,78,105,42,102,43,40,2.61,22
2014-03-05,良,76,99,41,99,51,42,2.44,23
2014-03-06,良,72,114,40,90,46,39,2.45,26
2014-03-07,中度污染,178,185,134,175,48,45,2.74,21
2014-03-08,良,73,98,44,93,57,40,2.35,38
2014-03-09,良,83,91,52,110,46,46,2.30,28
2014-03-10,良,87,79,59,119,43,47,2.31,38
2014-03-11,轻度污染,112,108,79,149,52,55,2.42,24
2014-03-12,良,61,44,16,72,19,20,1.48,49
2014-03-13,良,61,48,25,72,35,39,1.90,24
2014-03-14,良,72,34,34,92,48,43,2.19,24
2014-03-15,良,89,57,44,126,49,49,2.39,27
2014-03-16,良,92,61,46,133,41,51,2.29,33
2014-03-17,严重污染,255,180,98,429,37,48,2.26,23
2014-03-18,轻度污染,139,100,77,227,40,40,2.19,36
2014-03-19,轻度污染,136,155,53,221,24,34,2.01,35
2014-03-20,良,72,72,23,96,29,33,2.01,37
2014-03-21,良,68,75,25,88,28,38,2.23,31
2014-03-22,良,83,93,40,116,35,46,2.33,38
2014-03-23,良,87,76,49,123,33,48,2.33,42
2014-03-25,良,99,83,61,144,37,54,2.65,41
2014-03-26,良,87,49,50,123,30,51,2.41,41
2014-03-27,中度污染,154,142,79,218,26,48,2.57,28
2014-03-28,中度污染,193,180,93,287,21,33,2.46,25
2014-03-29,良,77,83,36,103,22,38,2.25,31
2014-03-30,良,81,64,42,107,19,43,2.58,19
2014-03-31,良,53,30,31,58,15,31,2.42,49
2014-04-01,良,74,66,42,96,16,36,2.60,50
2014-04-02,良,75,73,36,99,13,43,2.46,42
2014-04-03,良,60,43,30,71,12,38,2.39,41
2014-04-04,良,77,78,34,102,15,43,2.58,33
2014-04-05,良,84,98,34,113,16,44,2.59,37
2014-04-06,轻度污染,110,171,64,168,21,49,2.81,46
2014-04-07,良,94,122,52,135,16,46,2.81,51
2014-04-08,轻度污染,112,104,54,167,17,49,2.75,51
2014-04-09,良,99,79,55,144,15,49,2.69,53
2014-04-10,良,77,57,48,88,14,36,2.63,56
2014-04-11,良,86,97,62,92,12,45,3.29,18
2014-04-12,良,51,25,31,49,8,36,2.82,36
2014-04-13,优,49,30,26,50,8,25,2.44,48
2014-04-14,良,85,81,59,100,13,28,2.60,84
2014-04-15,良,66,42,44,56,9,24,2.41,46
2014-04-16,优,33,1,17,31,8,22,2.04,34
2014-04-17,良,51,26,22,58,7,27,1.43,31
2014-04-18,良,68,75,38,81,8,33,1.61,16
2014-04-19,良,57,76,24,68,7,26,1.53,36
2014-04-20,良,78,114,37,105,9,37,1.60,15
2014-04-21,良,56,50,27,64,8,27,1.32,45
2014-04-22,良,67,69,31,83,9,34,1.64,52
2014-04-23,良,87,93,47,124,10,38,1.67,36
2014-04-24,轻度污染,143,176,84,200,10,32,1.77,45
2014-04-25,轻度污染,138,170,61,214,7,20,1.43,52
2014-04-26,严重污染,258,187,83,361,11,31,1.72,21
2014-04-27,轻度污染,149,180,59,237,13,33,1.80,32
2014-04-28,良,91,152,38,130,11,37,1.79,38
2014-04-29,良,89,114,39,126,14,41,1.90,36
2014-04-30,轻度污染,115,150,48,180,12,46,1.92,30
2014-05-01,中度污染,161,174,61,263,10,35,1.74,26
2014-05-02,良,65,48,26,82,9,31,1.68,35
2014-05-03,良,96,141,33,140,9,33,1.62,33
2014-05-04,良,82,138,26,113,10,31,1.37,37
2014-05-05,良,63,80,24,76,10,33,1.18,43
2014-05-06,良,74,87,30,98,13,34,1.29,50
2014-05-07,良,91,123,39,132,11,39,1.42,38
2014-05-08,轻度污染,102,117,43,153,12,36,1.36,62
2014-05-09,良,87,118,60,108,12,30,1.45,53
2014-05-10,优,31,9,17,27,8,20,1.36,39
2014-05-11,良,73,170,26,96,9,27,1.53,35
2014-05-12,良,71,86,31,92,9,30,1.45,38
2014-05-13,良,89,115,44,127,14,39,1.67,31
2014-05-14,良,86,105,28,120,12,31,1.27,59
2014-05-15,良,88,127,38,126,9,43,1.36,55
2014-05-16,良,96,109,46,142,11,55,1.64,50
2014-05-17,良,94,108,48,135,13,58,1.76,58
2014-05-18,良,97,129,49,130,14,55,1.62,74
2014-05-19,轻度污染,104,133,57,155,9,31,1.35,84
2014-05-20,轻度污染,113,131,57,173,12,46,1.49,64
2014-05-21,轻度污染,103,100,49,150,13,52,1.55,64
2014-05-22,轻度污染,111,113,74,147,15,50,1.60,77
2014-05-23,轻度污染,125,173,92,141,11,55,1.69,66
2014-05-24,轻度污染,146,180,54,184,7,28,1.35,72
2014-05-25,重度污染,220,180,90,320,9,38,1.30,59
2014-05-26,良,76,66,30,97,9,45,1.42,49
2014-05-27,轻度污染,119,113,46,187,10,47,1.45,41
2014-05-28,轻度污染,104,113,46,156,9,47,1.38,54
2014-05-29,轻度污染,112,100,51,172,10,62,1.59,59
2014-05-30,轻度污染,104,87,49,154,13,59,1.75,67
2014-05-31,轻度污染,108,118,68,150,17,51,1.84,85
2014-06-01,轻度污染,103,157,66,144,10,51,1.95,79
2014-06-02,轻度污染,114,179,77,156,10,52,2.17,73
2014-06-03,轻度污染,116,184,85,154,12,43,2.14,90
2014-06-04,良,79,112,48,84,6,27,1.78,76
2014-06-05,良,86,109,49,99,6,37,1.85,62
2014-06-06,良,73,93,33,94,6,38,1.77,61
2014-06-07,良,71,103,28,86,8,40,1.75,58
2014-06-08,良,84,101,29,116,9,41,1.80,70
2014-06-09,良,83,132,29,112,10,47,1.83,52
2014-06-10,良,85,134,28,107,11,52,1.91,65
2014-06-11,良,88,134,32,112,11,52,1.91,72
2014-06-12,轻度污染,116,158,63,151,12,47,2.07,101
2014-06-13,良,74,68,51,88,6,47,2.14,56
2014-06-14,良,68,39,46,77,6,38,2.15,67
2014-06-15,良,96,92,66,121,7,45,2.39,75
2014-06-16,良,97,107,57,134,7,49,2.30,59
2014-06-17,良,82,121,28,111,8,40,2.17,69
2014-06-18,良,87,127,31,114,8,38,2.17,74
2014-06-19,良,59,78,26,55,5,27,2.28,77
2014-06-20,良,61,118,25,64,7,29,2.28,61
2014-06-21,良,69,128,19,80,9,41,2.36,66
2014-06-22,良,77,136,30,91,7,44,2.49,64
2014-06-23,良,82,133,43,106,9,44,2.82,64
2014-06-24,轻度污染,106,152,71,146,7,51,2.83,55
2014-06-25,良,73,126,44,89,6,37,2.50,67
2014-06-26,良,87,142,38,110,7,44,2.34,58
2014-06-27,良,86,161,33,120,7,54,2.37,33
2014-06-28,良,53,52,29,59,6,41,2.38,28
2014-06-29,优,47,40,19,46,6,34,2.56,50
2014-06-30,良,67,70,30,81,6,36,2.36,59
2014-07-01,优,47,37,15,43,5,33,2.29,65
2014-07-02,良,66,91,22,82,6,38,2.15,57
2014-07-03,良,77,114,32,102,11,38,1.59,27
2014-07-04,良,74,106,27,85,8,33,1.08,60
2014-07-05,良,84,143,50,104,8,33,1.15,69
2014-07-06,良,92,156,58,122,8,36,1.29,69
2014-07-07,良,95,152,55,131,8,37,1.26,72
2014-07-08,良,61,66,31,69,5,35,1.13,35
2014-07-09,优,34,10,8,10,5,26,1.00,66
2014-07-10,优,43,35,12,34,7,25,1.10,71
2014-07-11,良,64,77,21,68,8,29,1.19,63
2014-07-12,良,71,113,28,84,9,34,1.06,75
2014-07-13,良,65,108,21,77,8,31,0.97,59
2014-07-14,良,66,85,15,70,8,40,1.00,60
2014-07-15,良,85,144,19,95,9,40,1.19,95
2014-07-16,良,97,162,31,130,10,44,1.26,57
2014-07-17,轻度污染,102,169,33,128,9,41,1.29,78
2014-07-18,良,94,153,41,119,12,44,1.32,79
2014-07-19,良,95,157,51,129,9,40,1.35,56
2014-07-20,良,58,84,19,66,6,25,1.22,35
2014-07-21,良,62,101,22,75,5,27,1.11,37
2014-07-22,良,55,73,21,60,7,27,0.96,56
2014-07-23,良,51,69,13,46,7,32,0.79,81
2014-07-24,良,61,107,15,60,8,32,0.64,76
2014-07-25,良,75,140,21,80,7,37,0.63,66
2014-07-26,良,89,108,36,113,10,46,0.84,56
2014-07-27,良,91,109,43,112,8,43,0.88,77
2014-07-28,良,97,120,53,124,7,41,1.01,78
2014-07-29,良,91,118,57,120,7,36,1.04,81
2014-07-30,良,88,166,38,98,6,42,0.85,90
2014-07-31,良,93,155,53,127,8,45,1.02,55
2014-08-01,良,98,160,56,131,9,37,1.06,74
2014-08-02,轻度污染,108,168,70,151,8,41,1.20,73
2014-08-03,轻度污染,117,174,80,161,7,40,1.21,77
2014-08-04,良,82,121,46,113,6,35,0.93,52
2014-08-05,良,66,112,30,81,6,31,0.81,40
2014-08-06,优,34,25,11,18,4,19,0.78,67
2014-08-07,优,33,14,11,25,5,21,0.85,51
2014-08-09,优,47,63,13,39,5,23,1.28,68
2014-08-10,良,53,66,16,60,6,26,1.27,35
2014-08-11,良,55,67,16,59,7,27,1.05,46
2014-08-12,良,54,78,19,60,7,37,1.02,32
2014-08-13,良,54,87,19,56,7,26,0.94,59
2014-08-14,良,64,132,19,68,8,33,1.02,54
2014-08-15,良,67,88,19,74,9,36,1.08,48
2014-08-16,良,56,53,25,62,6,37,1.11,35
2014-08-17,良,52,68,18,45,6,28,1.10,69
2014-08-18,良,60,100,22,64,7,37,1.25,47
2014-08-19,良,65,104,19,69,8,39,1.17,59
2014-08-20,良,72,104,27,84,9,36,1.27,56
2014-08-21,良,77,85,33,102,9,40,1.37,43
2014-08-23,良,66,80,27,77,7,30,1.20,55
2014-08-24,良,55,87,16,59,8,33,1.24,43
2014-08-25,良,72,125,22,86,10,37,1.18,56
2014-08-26,良,78,115,33,100,11,43,1.41,43
2014-08-27,良,78,141,43,103,7,37,1.41,49
2014-08-28,良,78,137,40,98,7,41,1.35,56
2014-08-29,良,90,162,44,124,8,41,1.60,45
2014-08-30,良,81,151,49,99,7,39,1.60,44
2014-08-31,良,55,89,21,57,6,28,1.42,51
2014-09-01,良,59,115,33,67,7,35,1.62,38
2014-09-02,良,53,97,16,57,6,30,1.30,49
2014-09-03,良,66,166,19,74,8,34,1.39,46
2014-09-04,良,76,137,27,96,9,34,1.33,37
2014-09-05,良,81,102,43,102,9,41,1.57,42
2014-09-06,良,84,119,52,114,8,44,1.71,46
2014-09-07,良,76,105,41,96,6,36,1.72,44
2014-09-08,良,72,102,36,93,6,30,1.60,32
2014-09-09,良,62,94,29,72,6,31,1.60,40
2014-09-10,良,83,146,54,107,8,37,1.96,43
2014-09-11,优,48,50,28,40,5,34,1.92,54
2014-09-12,优,35,28,17,33,5,24,1.47,41
2014-09-13,优,49,89,30,51,6,24,1.77,31
2014-09-14,优,46,69,29,46,5,28,1.57,31
2014-09-15,优,34,23,19,32,5,25,1.19,31
2014-09-16,优,21,6,11,16,5,31,1.49,35
2014-09-17,优,26,12,10,24,5,30,1.67,26
2014-09-18,优,46,63,18,49,6,27,1.72,39
2014-09-19,良,70,117,44,87,9,34,1.86,53
2014-09-20,良,71,124,35,91,7,38,1.74,43
2014-09-21,良,70,134,33,88,11,40,1.72,49
2014-09-22,轻度污染,109,170,81,109,8,47,1.89,35
2014-09-23,优,45,55,26,41,6,30,1.55,38
2014-09-24,良,57,96,31,65,9,32,1.66,34
2014-09-25,良,89,131,59,115,7,41,1.48,28
2014-09-26,轻度污染,101,133,63,141,9,46,1.72,31
2014-09-27,良,88,108,56,112,7,46,1.51,31
2014-09-28,优,43,28,23,39,5,30,1.26,48
2014-09-29,优,45,41,23,50,6,29,1.30,37
2014-09-30,良,70,150,43,86,8,40,1.50,38
2014-10-01,良,90,165,42,126,12,35,1.49,47
2014-10-02,良,100,165,35,148,10,38,1.42,31
2014-10-03,良,87,138,43,123,12,32,1.46,38
2014-10-04,良,71,117,26,91,10,38,1.40,31
2014-10-05,良,68,88,21,85,11,38,1.39,37
2014-10-06,良,84,136,37,116,12,47,1.70,40
2014-10-07,轻度污染,116,152,80,172,13,64,2.04,34
2014-10-08,轻度污染,128,146,92,180,13,55,2.43,26
2014-10-09,轻度污染,135,154,100,170,14,53,2.57,53
2014-10-10,中度污染,193,170,141,245,16,75,2.87,43
2014-10-11,良,95,126,39,130,8,33,2.26,37
2014-10-12,优,44,32,14,45,7,36,2.40,35
2014-10-13,良,56,64,19,64,9,37,2.47,25
2014-10-14,良,72,62,29,93,12,41,2.32,28
2014-10-15,轻度污染,102,71,40,151,16,47,2.06,26
2014-10-16,轻度污染,102,107,40,152,15,57,2.14,19
2014-10-17,良,99,96,47,147,17,60,2.41,33
2014-10-18,轻度污染,107,95,62,161,15,69,2.39,24
2014-10-19,良,93,112,47,135,14,56,2.41,37
2014-10-20,良,90,96,38,129,13,57,2.26,8
2014-10-21,良,85,106,35,118,14,48,1.95,30
2014-10-22,良,90,103,45,129,13,54,1.99,27
2014-10-23,良,94,91,43,137,14,51,2.10,27
2014-10-24,轻度污染,101,101,44,148,17,63,2.18,27
2014-10-25,轻度污染,106,125,49,161,21,64,2.24,24
2014-10-26,轻度污染,102,106,42,152,28,58,2.26,30
2014-10-27,良,100,129,59,144,20,47,2.40,51
2014-10-28,良,76,99,55,86,18,42,2.29,56
2014-10-29,良,57,58,39,55,8,37,2.26,37
2014-10-30,良,78,114,54,89,13,44,2.41,41
2014-10-31,良,55,70,29,63,10,41,2.16,31
2014-11-01,良,61,66,18,73,14,37,1.96,41
2014-11-02,良,91,176,27,130,27,46,2.38,30
2014-11-03,良,81,145,36,111,40,53,2.53,20
2014-11-04,轻度污染,101,143,60,138,39,62,2.06,18
2014-11-05,良,79,55,43,105,26,48,1.20,29
2014-11-06,良,83,83,40,111,48,55,1.18,21
2014-11-07,良,96,155,70,94,25,60,1.68,14
2014-11-08,轻度污染,124,176,93,108,20,48,1.75,16
2014-11-09,轻度污染,144,152,109,147,30,50,1.86,31
2014-11-10,轻度污染,118,104,87,138,22,45,1.90,13
2014-11-11,良,69,53,32,87,29,37,1.14,39
2014-11-12,良,66,88,25,85,19,40,1.22,26
2014-11-13,良,74,117,32,95,45,51,1.48,19
2014-11-14,良,83,84,45,114,39,52,1.60,20
2014-11-15,良,76,55,40,101,32,46,1.48,30
2014-11-16,良,81,56,34,110,33,48,1.58,23
2014-11-17,良,86,62,43,120,44,55,1.91,22
2014-11-18,良,97,92,61,141,57,59,2.05,17
2014-11-19,轻度污染,125,129,92,177,57,70,2.57,28
2014-11-20,轻度污染,121,107,78,162,44,60,2.27,19
2014-11-21,轻度污染,111,84,57,170,70,68,2.37,12
2014-11-22,轻度污染,101,71,64,133,67,62,2.05,12
2014-11-23,良,97,97,70,100,26,53,2.07,22
2014-11-24,良,75,99,51,95,35,45,2.10,19
2014-11-25,良,62,64,44,56,22,38,1.94,30
2014-11-26,良,66,53,40,73,24,35,1.91,37
2014-11-27,良,78,106,34,105,28,47,2.15,21
2014-11-28,良,80,112,45,107,43,50,2.42,15
2014-11-29,轻度污染,117,139,85,152,66,66,3.14,7
2014-11-30,良,84,139,24,116,18,21,1.56,61
2014-12-01,良,66,66,26,80,35,38,1.85,30
2014-12-02,良,74,120,38,95,35,41,2.25,5
2014-12-03,良,80,116,45,101,35,36,2.17,44
2014-12-04,良,84,142,49,95,56,53,2.71,12
2014-12-05,良,78,108,46,104,71,52,2.88,14
2014-12-06,良,97,113,67,140,78,57,3.33,11
2014-12-07,轻度污染,105,122,54,158,63,51,3.12,22
2014-12-08,良,98,97,61,144,75,61,3.10,15
2014-12-09,轻度污染,127,143,83,164,63,55,2.94,20
2014-12-10,良,93,100,42,134,46,38,2.75,27
2014-12-11,良,88,109,45,124,62,49,2.95,19
2014-12-12,良,77,99,34,104,61,45,2.94,26
2014-12-13,良,91,113,47,130,64,53,3.36,18
2014-12-14,良,99,86,62,145,92,62,3.66,11
2014-12-15,良,96,56,25,139,31,23,2.41,53
2014-12-16,良,77,107,33,102,61,44,3.04,23
2014-12-17,良,73,95,40,96,68,51,3.47,17
2014-12-18,轻度污染,105,122,67,156,120,70,4.15,19
2014-12-19,良,75,50,37,98,68,46,3.30,25
2014-12-20,良,65,61,27,79,63,39,2.92,27
2014-12-21,良,60,42,26,75,56,37,3.11,33
2014-12-22,良,88,83,50,124,110,59,3.80,12
2014-12-23,轻度污染,107,76,71,155,110,65,4.34,14
2014-12-24,良,95,63,64,133,86,57,4.13,16
2014-12-25,良,85,67,53,118,101,60,3.94,12
2014-12-26,轻度污染,149,140,111,190,138,73,4.95,19
2014-12-27,中度污染,155,133,116,196,93,66,4.75,17
2014-12-28,轻度污染,107,76,63,161,86,60,4.54,22
2014-12-29,良,94,59,52,136,87,60,4.57,20
2014-12-30,轻度污染,123,111,34,168,58,40,3.78,33
2014-12-31,良,61,137,18,72,24,22,3.09,43
2015-01-01,轻度污染,102,270,58,152,118,60,4.60,16
2015-01-02,轻度污染,110,455,69,166,112,65,4.76,11
2015-01-03,轻度污染,114,182,83,162,107,68,5.23,22
2015-01-04,中度污染,162,214,122,207,160,92,5.86,20
2015-01-05,良,99,122,53,139,50,36,4.04,46
2015-01-06,良,70,173,40,87,65,52,4.07,20
2015-01-07,良,83,208,51,113,83,54,4.72,22
2015-01-08,良,94,182,52,135,84,53,4.74,23
2015-01-09,良,87,124,49,121,79,56,4.83,22
2015-01-10,良,89,118,55,126,86,62,5.32,22
2015-01-11,良,95,154,64,132,105,70,5.36,21
2015-01-12,轻度污染,123,262,92,155,96,67,5.60,26
2015-01-13,重度污染,211,351,163,227,79,74,6.44,31
2015-01-14,中度污染,153,287,115,191,69,70,4.98,26
2015-01-15,轻度污染,113,205,81,155,78,60,3.46,26
2015-01-16,良,77,110,44,102,74,50,2.71,24
2015-01-17,良,75,102,44,98,85,51,2.68,25
2015-01-18,良,80,105,41,108,58,47,3.02,35
2015-01-19,良,83,134,46,114,86,57,3.26,24
2015-01-20,良,92,163,43,131,73,45,2.93,38
2015-01-21,良,62,60,30,75,48,41,2.44,36
2015-01-22,良,83,117,50,105,82,54,3.08,25
2015-01-23,轻度污染,110,142,81,137,87,66,3.29,26
2015-01-24,轻度污染,140,208,105,162,96,67,3.38,22
2015-01-25,重度污染,209,302,159,223,82,70,3.70,14
2015-01-26,轻度污染,143,202,106,170,60,57,3.08,24
2015-01-27,良,59,102,29,65,36,36,2.05,27
2015-01-28,良,81,291,58,75,59,42,2.73,18
2015-01-29,良,60,173,36,62,45,37,2.43,42
2015-01-30,良,61,138,39,67,59,49,2.38,33
2015-01-31,良,64,150,44,65,61,48,2.47,35
2015-02-01,中度污染,156,339,118,146,73,57,3.32,38
2015-02-02,轻度污染,141,283,106,137,81,60,3.16,39
2015-02-03,轻度污染,116,210,87,119,54,48,3.18,40
2015-02-04,优,46,46,22,48,33,36,2.40,49
2015-02-05,良,59,92,27,69,64,49,2.88,29
2015-02-06,良,59,47,35,69,62,49,3.06,34
2015-02-07,良,61,62,32,74,66,45,3.11,38
2015-02-08,良,60,103,30,70,59,47,2.94,31
2015-02-09,良,80,167,55,103,69,54,3.36,38
2015-02-10,良,90,157,63,116,62,53,3.32,42
2015-02-11,轻度污染,115,208,59,178,62,47,3.31,37
2015-02-12,良,93,159,47,135,57,44,3.34,35
2015-02-13,良,76,111,35,100,56,46,2.98,34
2015-02-14,良,95,128,68,123,78,58,3.70,39
2015-02-15,良,99,174,40,144,41,34,2.72,56
2015-02-16,良,79,109,33,106,56,40,2.75,33
2015-02-17,良,81,147,41,110,72,46,2.86,33
2015-02-18,轻度污染,112,263,80,140,73,36,2.84,57
2015-02-19,轻度污染,147,259,110,143,31,32,2.88,53
2015-02-20,轻度污染,118,321,87,123,27,30,2.88,33
2015-02-21,中度污染,176,346,57,245,25,22,2.58,40
2015-02-22,轻度污染,110,223,35,165,27,18,2.24,60
2015-02-23,良,82,200,39,112,57,37,2.88,38
2015-02-24,良,90,245,44,129,58,39,3.02,36
2015-02-25,中度污染,166,336,63,263,31,32,2.74,45
2015-02-26,良,75,230,36,99,40,32,2.71,40
2015-02-27,轻度污染,126,354,95,126,30,30,3.07,62
2015-02-28,良,81,303,51,85,30,30,2.89,48
2015-03-01,良,65,196,33,78,37,39,2.88,34
2015-03-02,轻度污染,113,310,38,154,35,37,2.83,44
2015-03-03,轻度污染,110,299,30,156,17,18,2.57,68
2015-03-04,良,64,222,28,77,51,38,2.90,37
2015-03-05,良,86,290,62,80,26,32,3.03,41
2015-03-06,轻度污染,110,298,82,124,31,42,3.43,36
2015-03-07,轻度污染,108,288,78,135,45,55,3.65,36
2015-03-08,良,81,221,41,110,39,47,3.34,44
2015-03-09,良,59,137,19,68,22,30,2.63,51
2015-03-10,良,71,223,32,89,42,44,2.19,29
2015-03-11,良,78,217,43,101,36,40,1.61,40
2015-03-12,良,86,208,45,121,42,44,1.66,72
2015-03-13,良,89,212,39,125,47,46,1.68,38
2015-03-14,轻度污染,123,264,52,194,53,45,1.76,39
2015-03-15,轻度污染,123,258,60,195,45,42,1.52,53
2015-03-16,轻度污染,112,256,75,159,47,56,1.81,61
2015-03-17,轻度污染,110,285,56,158,38,43,1.65,57
2015-03-18,良,85,265,54,92,18,41,1.79,41
2015-03-19,良,82,214,41,112,23,41,1.69,34
2015-03-20,良,99,251,46,145,18,38,1.69,36
2015-03-21,轻度污染,114,288,60,176,17,38,1.54,42
2015-03-22,良,96,225,48,140,19,46,1.66,38
2015-03-23,良,95,306,44,137,30,44,1.75,42
2015-03-24,良,75,230,43,98,15,39,1.66,45
2015-03-25,良,53,96,34,50,11,25,1.69,69
2015-03-26,优,41,29,22,37,10,30,1.75,65
2015-03-27,良,66,159,40,80,14,46,2.10,46
2015-03-28,轻度污染,120,284,50,188,16,45,2.06,34
2015-03-29,轻度污染,124,274,69,196,24,46,2.07,58
2015-03-30,良,98,253,63,144,20,60,2.25,49
2015-03-31,轻度污染,118,301,86,149,25,54,2.39,39
2015-04-01,良,60,165,42,49,10,25,2.46,49
2015-04-02,优,49,93,20,54,11,23,1.98,58
2015-04-03,良,71,219,41,89,12,34,1.88,53
2015-04-04,良,61,140,27,71,6,22,1.36,51
2015-04-05,良,68,191,22,86,10,25,1.24,76
2015-04-06,良,70,245,28,88,13,34,1.36,59
2015-04-07,良,76,302,48,96,12,30,1.54,64
2015-04-08,良,81,288,52,90,11,26,1.48,76
2015-04-09,良,68,210,28,82,9,40,1.49,49
2015-04-10,良,70,209,32,88,9,43,1.51,45
2015-04-11,轻度污染,142,350,44,209,9,42,1.48,45
2015-04-12,良,79,260,20,106,6,18,1.30,85
2015-04-13,良,67,209,30,79,13,48,1.77,56
2015-04-14,良,71,151,36,90,11,50,1.73,52
2015-04-15,中度污染,193,342,59,290,10,38,1.30,58
2015-04-16,轻度污染,125,288,47,187,7,25,1.15,75
2015-04-17,轻度污染,123,293,48,194,19,46,1.45,59
2015-04-18,良,98,252,58,139,9,44,1.54,49
2015-04-19,良,65,200,24,78,8,36,1.46,65
2015-04-20,良,65,215,35,75,8,33,1.36,52
2015-04-21,良,63,164,21,75,9,41,1.44,50
2015-04-22,良,67,165,28,80,10,43,1.40,51
2015-04-23,良,78,196,40,99,13,55,1.62,61
2015-04-24,良,82,213,36,103,12,47,1.54,65
2015-04-25,良,80,176,37,94,12,41,1.46,79
2015-04-26,良,69,98,37,82,9,45,1.51,57
2015-04-27,良,60,63,29,71,8,37,1.49,48
2015-04-28,良,83,234,37,111,10,41,1.51,49
2015-04-29,良,85,237,42,111,13,48,1.58,68
2015-04-30,良,92,227,59,129,13,51,1.77,64
2015-05-01,轻度污染,108,317,57,146,6,21,1.51,57
2015-05-02,良,63,205,32,73,8,32,1.56,46
2015-05-03,良,75,228,31,96,8,44,1.56,53
2015-05-04,良,71,214,27,86,10,31,1.50,67
2015-05-05,良,78,202,38,105,14,47,1.52,69
2015-05-06,轻度污染,104,287,37,136,8,44,1.46,56
2015-05-07,轻度污染,114,315,56,172,9,39,1.48,50
2015-05-08,良,88,307,37,124,10,40,1.68,58
2015-05-09,良,79,285,38,106,8,30,1.42,84
2015-05-10,良,71,229,44,83,6,38,1.55,52
2015-05-11,良,70,309,22,88,7,27,1.52,55
2015-05-12,良,72,246,31,89,9,44,1.68,48
2015-05-13,良,76,210,41,95,11,47,1.79,54
2015-05-14,良,100,294,56,145,12,57,1.47,23
2015-05-15,良,100,322,49,148,7,39,1.11,43
2015-05-16,良,82,256,39,112,10,33,1.31,74
2015-05-17,良,84,227,49,115,9,41,1.37,75
