date,AQI,PM2_5,PM10,SO2,NO2,CO,O3,sin_day,cos_day,sin_month,cos_month
2019/5/27,49,12,32,4,13,0.32,93,-0.587785252,0.809016994,0.5,-0.866025404
2019/5/28,56,12,21,4,16,0.42,103,-0.406736643,0.913545458,0.5,-0.866025404
2019/5/29,50,12,30,5,29,0.47,71,-0.207911691,0.978147601,0.5,-0.866025404
2019/5/30,57,16,51,7,35,0.43,80,-1.13E-15,1,0.5,-0.866025404
2019/5/31,59,16,63,7,36,0.39,61,0.207911691,0.978147601,0.5,-0.866025404
2019/6/1,74,27,91,7,37,0.44,77,0.207911691,0.978147601,1.22E-16,-1
2019/6/2,76,34,98,9,42,0.41,69,0.406736643,0.913545458,1.22E-16,-1
2019/6/3,67,29,76,7,47,0.47,69,0.587785252,0.809016994,1.22E-16,-1
2019/6/4,59,21,53,6,38,0.45,82,0.743144825,0.669130606,1.22E-16,-1
2019/6/5,51,10,17,2,21,0.51,97,0.866025404,0.5,1.22E-16,-1
2019/6/6,51,12,36,3,26,0.57,87,0.951056516,0.309016994,1.22E-16,-1
2019/6/7,62,16,43,3,27,0.57,91,0.994521895,0.104528463,1.22E-16,-1
2019/6/8,53,13,35,3,29,0.54,82,0.994521895,-0.104528463,1.22E-16,-1
2019/6/9,54,12,43,4,41,0.56,66,0.951056516,-0.309016994,1.22E-16,-1
2019/6/10,67,13,43,4,37,0.55,81,0.866025404,-0.5,1.22E-16,-1
2019/6/11,57,19,62,4,72,0.52,20,0.743144825,-0.669130606,1.22E-16,-1
2019/6/14,58,23,56,3,38,0.74,146,0.207911691,-0.978147601,1.22E-16,-1
2019/6/15,56,28,64,4,47,0.7,79,5.67E-16,-1,1.22E-16,-1
2019/6/17,52,19,47,6,36,0.59,101,-0.406736643,-0.913545458,1.22E-16,-1
2019/6/18,61,26,57,5,43,0.64,96,-0.587785252,-0.809016994,1.22E-16,-1
2019/6/19,75,30,88,9,52,0.75,88,-0.743144825,-0.669130606,1.22E-16,-1
2019/6/20,42,17,38,5,26,0.55,95,-0.866025404,-0.5,1.22E-16,-1
2019/6/25,55,18,47,2,32,0.55,70,-0.866025404,0.5,1.22E-16,-1
2019/6/26,62,23,51,2,28,0.59,70,-0.743144825,0.669130606,1.22E-16,-1
2019/6/27,42,18,34,1,27,0.54,62,-0.587785252,0.809016994,1.22E-16,-1
2019/6/28,39,5,31,2,22,0.38,67,-0.406736643,0.913545458,1.22E-16,-1
2019/6/29,50,9,44,2,27,0.34,60,-0.207911691,0.978147601,1.22E-16,-1
2019/6/30,49,9,35,3,34,0.35,63,-1.13E-15,1,1.22E-16,-1
2019/7/1,52,11,36,3,32,0.38,70,0.207911691,0.978147601,-0.5,-0.866025404
2019/7/2,57,14,37,3,34,0.41,84,0.406736643,0.913545458,-0.5,-0.866025404
2019/7/3,57,16,41,2,36,0.43,76,0.587785252,0.809016994,-0.5,-0.866025404
2019/7/4,61,15,35,2,27,0.38,91,0.743144825,0.669130606,-0.5,-0.866025404
2019/7/5,63,16,58,2,22,0.36,106,0.866025404,0.5,-0.5,-0.866025404
2019/7/6,53,8,32,3,20,0.28,91,0.951056516,0.309016994,-0.5,-0.866025404
2019/7/7,70,12,48,5,38,0.36,85,0.994521895,0.104528463,-0.5,-0.866025404
2019/7/12,47,15,40,3,30,0.6,70,0.587785252,-0.809016994,-0.5,-0.866025404
2019/7/13,59,19,43,3,32,0.58,107,0.406736643,-0.913545458,-0.5,-0.866025404
2019/7/14,52,17,46,3,34,0.58,93,0.207911691,-0.978147601,-0.5,-0.866025404
2019/7/15,56,21,62,5,47,0.71,56,5.67E-16,-1,-0.5,-0.866025404
2019/7/16,52,29,54,4,39,0.74,44,-0.207911691,-0.978147601,-0.5,-0.866025404
2019/7/17,42,24,42,2,27,0.74,75,-0.406736643,-0.913545458,-0.5,-0.866025404
2019/7/18,42,20,43,3,33,0.81,52,-0.587785252,-0.809016994,-0.5,-0.866025404
2019/7/19,39,15,39,2,26,0.69,48,-0.743144825,-0.669130606,-0.5,-0.866025404
2019/7/20,40,16,37,2,31,0.61,61,-0.866025404,-0.5,-0.5,-0.866025404
2019/7/21,49,22,53,3,34,0.76,59,-0.951056516,-0.309016994,-0.5,-0.866025404
2019/7/22,34,11,29,2,22,0.6,79,-0.994521895,-0.104528463,-0.5,-0.866025404
2019/7/23,53,19,58,2,33,0.5,60,-0.994521895,0.104528463,-0.5,-0.866025404
2019/7/24,60,20,69,4,38,0.48,63,-0.951056516,0.309016994,-0.5,-0.866025404
2019/7/25,54,19,59,3,44,0.5,36,-0.866025404,0.5,-0.5,-0.866025404
2019/7/26,63,28,77,4,38,0.66,81,-0.743144825,0.669130606,-0.5,-0.866025404
2019/8/6,58,22,43,3,24,0.52,70,0.951056516,0.309016994,-0.866025404,-0.5
2019/8/7,56,12,31,3,23,0.41,97,0.994521895,0.104528463,-0.866025404,-0.5
2019/8/8,46,20,36,2,25,0.48,64,0.994521895,-0.104528463,-0.866025404,-0.5
2019/8/9,46,12,34,2,24,0.39,73,0.951056516,-0.309016994,-0.866025404,-0.5
2019/8/10,47,15,49,3,28,0.39,75,0.866025404,-0.5,-0.866025404,-0.5
2019/8/11,49,13,40,3,29,0.4,53,0.743144825,-0.669130606,-0.866025404,-0.5
2019/8/21,42,19,44,3,26,0.63,42,-0.951056516,-0.309016994,-0.866025404,-0.5
2019/8/22,38,18,38,3,31,0.62,48,-0.994521895,-0.104528463,-0.866025404,-0.5
2019/8/23,36,17,36,3,27,0.55,59,-0.994521895,0.104528463,-0.866025404,-0.5
2019/8/24,36,20,36,3,32,0.72,25,-0.951056516,0.309016994,-0.866025404,-0.5
2019/8/25,38,20,38,2,25,0.67,57,-0.866025404,0.5,-0.866025404,-0.5
2019/8/26,39,19,38,5,45,0.76,21,-0.743144825,0.669130606,-0.866025404,-0.5
2019/8/27,32,11,28,2,27,0.48,56,-0.587785252,0.809016994,-0.866025404,-0.5
2019/8/28,35,13,32,3,29,0.45,41,-0.406736643,0.913545458,-0.866025404,-0.5
2019/9/1,47,20,46,3,32,0.54,65,0.207911691,0.978147601,-1,-1.84E-16
2019/9/2,51,23,52,3,38,0.6,66,0.406736643,0.913545458,-1,-1.84E-16
2019/9/3,51,26,51,3,36,0.62,57,0.587785252,0.809016994,-1,-1.84E-16
2019/9/4,55,30,60,4,41,0.75,57,0.743144825,0.669130606,-1,-1.84E-16
2019/9/5,59,32,65,4,42,0.81,54,0.866025404,0.5,-1,-1.84E-16
2019/9/6,58,31,65,5,42,0.83,57,0.951056516,0.309016994,-1,-1.84E-16
2019/9/7,62,29,69,4,46,0.8,56,0.994521895,0.104528463,-1,-1.84E-16
2019/9/8,60,29,67,3,45,0.77,61,0.994521895,-0.104528463,-1,-1.84E-16
2019/9/9,58,33,67,4,50,0.8,49,0.951056516,-0.309016994,-1,-1.84E-16
2019/9/10,37,19,26,2,24,0.8,106,0.866025404,-0.5,-1,-1.84E-16
2019/9/11,28,8,14,1,36,1.04,64,0.743144825,-0.669130606,-1,-1.84E-16
2019/9/12,29,14,25,1,25,0.97,35,0.587785252,-0.809016994,-1,-1.84E-16
2019/9/13,40,10,41,1,23,0.45,43,0.406736643,-0.913545458,-1,-1.84E-16
2019/9/14,34,12,34,2,22,0.43,30,0.207911691,-0.978147601,-1,-1.84E-16
2019/9/15,36,11,36,2,29,0.52,42,5.67E-16,-1,-1,-1.84E-16
2019/9/16,42,17,44,2,36,0.5,36,-0.207911691,-0.978147601,-1,-1.84E-16
2019/9/17,50,24,53,2,35,0.58,36,-0.406736643,-0.913545458,-1,-1.84E-16
2019/9/18,47,22,50,3,31,0.5,54,-0.587785252,-0.809016994,-1,-1.84E-16
2019/9/19,30,15,24,2,26,0.56,78,-0.743144825,-0.669130606,-1,-1.84E-16
2019/9/20,31,11,29,2,27,0.46,52,-0.866025404,-0.5,-1,-1.84E-16
2019/9/21,48,18,50,3,32,0.47,29,-0.951056516,-0.309016994,-1,-1.84E-16
2019/9/22,49,17,51,3,38,0.52,46,-0.994521895,-0.104528463,-1,-1.84E-16
2019/9/23,49,21,51,2,40,0.54,41,-0.994521895,0.104528463,-1,-1.84E-16
2019/9/24,49,19,50,2,41,0.49,41,-0.951056516,0.309016994,-1,-1.84E-16
2019/9/25,52,22,55,2,42,0.52,37,-0.866025404,0.5,-1,-1.84E-16
2019/9/26,46,21,46,2,34,0.51,46,-0.743144825,0.669130606,-1,-1.84E-16
2019/9/27,38,18,38,2,37,0.58,35,-0.587785252,0.809016994,-1,-1.84E-16
2019/9/28,53,26,59,3,37,0.7,41,-0.406736643,0.913545458,-1,-1.84E-16
2019/9/29,48,23,49,2,38,0.58,35,-0.207911691,0.978147601,-1,-1.84E-16
2019/9/30,59,32,69,2,41,0.74,40,-1.13E-15,1,-1,-1.84E-16
2019/10/1,62,36,75,3,40,0.75,47,0.207911691,0.978147601,-0.866025404,0.5
2019/10/2,57,33,64,3,43,0.68,44,0.406736643,0.913545458,-0.866025404,0.5
2019/10/3,59,41,59,3,48,0.75,26,0.587785252,0.809016994,-0.866025404,0.5
2019/10/4,30,13,29,1,19,0.44,21,0.743144825,0.669130606,-0.866025404,0.5
2019/10/5,30,17,29,2,25,0.52,14,0.866025404,0.5,-0.866025404,0.5
2019/10/6,14,7,9,2,24,0.75,24,0.951056516,0.309016994,-0.866025404,0.5
2019/10/7,30,13,29,2,30,0.58,30,0.994521895,0.104528463,-0.866025404,0.5
2019/10/8,34,14,34,3,32,0.47,30,0.994521895,-0.104528463,-0.866025404,0.5
2019/10/9,42,26,39,6,51,0.85,14,0.951056516,-0.309016994,-0.866025404,0.5
2019/10/10,46,21,53,3,40,0.77,25,0.866025404,-0.5,-0.866025404,0.5
2019/10/11,57,25,66,3,41,0.68,29,0.743144825,-0.669130606,-0.866025404,0.5
2019/10/12,57,31,59,3,33,0.64,47,0.587785252,-0.809016994,-0.866025404,0.5
2019/10/13,45,22,43,2,36,0.59,45,0.406736643,-0.913545458,-0.866025404,0.5
2019/10/14,69,40,50,4,28,0.67,33,0.207911691,-0.978147601,-0.866025404,0.5
2019/10/15,39,26,30,2,26,0.87,35,5.67E-16,-1,-0.866025404,0.5
2019/10/16,23,11,22,3,28,0.8,26,-0.207911691,-0.978147601,-0.866025404,0.5
2019/10/17,41,22,40,3,33,0.67,23,-0.406736643,-0.913545458,-0.866025404,0.5
2019/10/18,47,27,48,3,37,0.7,33,-0.587785252,-0.809016994,-0.866025404,0.5
2019/10/19,53,31,58,3,37,0.81,25,-0.743144825,-0.669130606,-0.866025404,0.5
2019/10/20,65,28,81,4,40,0.72,17,-0.866025404,-0.5,-0.866025404,0.5
2019/10/21,64,27,80,4,42,0.78,21,-0.951056516,-0.309016994,-0.866025404,0.5
2019/10/22,82,51,100,5,53,1.12,15,-0.994521895,-0.104528463,-0.866025404,0.5
2019/10/23,75,51,81,3,48,1.21,26,-0.994521895,0.104528463,-0.866025404,0.5
2019/10/24,41,13,46,4,29,0.48,47,-0.951056516,0.309016994,-0.866025404,0.5
2019/10/25,58,25,63,6,42,0.78,20,-0.866025404,0.5,-0.866025404,0.5
2019/10/26,54,23,62,5,44,0.81,27,-0.743144825,0.669130606,-0.866025404,0.5
2019/10/27,57,21,66,4,50,0.8,26,-0.587785252,0.809016994,-0.866025404,0.5
2019/10/28,151,55,239,4,47,0.76,26,-0.406736643,0.913545458,-0.866025404,0.5
2019/10/29,83,42,112,5,52,0.93,20,-0.207911691,0.978147601,-0.866025404,0.5
2019/10/30,73,39,92,6,54,0.95,19,-1.13E-15,1,-0.866025404,0.5
2019/10/31,67,32,79,6,53,0.95,23,0.207911691,0.978147601,-0.866025404,0.5
2019/10/31,67,32,79,6,53,0.95,23,0.207911691,0.978147601,-0.866025404,0.5
2019/11/1,44,30,35,7,44,0.97,22,0.207911691,0.978147601,-0.5,0.866025404
2019/11/2,46,21,51,5,36,0.99,37,0.406736643,0.913545458,-0.5,0.866025404
2019/11/3,55,26,59,6,42,1.12,27,0.587785252,0.809016994,-0.5,0.866025404
2019/11/4,62,35,70,7,52,1.36,25,0.743144825,0.669130606,-0.5,0.866025404
2019/11/5,61,37,71,7,56,1.26,21,0.866025404,0.5,-0.5,0.866025404
2019/11/6,45,30,40,4,40,0.91,40,0.951056516,0.309016994,-0.5,0.866025404
2019/11/7,49,30,52,8,42,1.09,16,0.994521895,0.104528463,-0.5,0.866025404
2019/11/8,59,41,58,5,35,1.15,26,0.994521895,-0.104528463,-0.5,0.866025404
2019/11/9,49,33,46,7,38,1.31,10,0.951056516,-0.309016994,-0.5,0.866025404
2019/11/10,86,31,121,7,46,1.29,19,0.866025404,-0.5,-0.5,0.866025404
2019/11/11,66,32,83,9,56,1.37,8,0.743144825,-0.669130606,-0.5,0.866025404
2019/11/12,55,20,63,6,38,1.02,26,0.587785252,-0.809016994,-0.5,0.866025404
2019/11/13,50,18,54,6,39,1.15,25,0.406736643,-0.913545458,-0.5,0.866025404
2019/11/14,62,26,73,9,48,1.38,22,0.207911691,-0.978147601,-0.5,0.866025404
2019/11/15,67,30,82,9,55,1.58,16,5.67E-16,-1,-0.5,0.866025404
2019/11/16,84,53,115,12,70,1.86,8,-0.207911691,-0.978147601,-0.5,0.866025404
2019/11/17,106,36,162,6,30,0.98,41,-0.406736643,-0.913545458,-0.5,0.866025404
2019/11/18,88,38,117,10,43,1.23,21,-0.587785252,-0.809016994,-0.5,0.866025404
2019/11/19,80,44,102,10,56,1.81,14,-0.743144825,-0.669130606,-0.5,0.866025404
2019/11/20,71,45,86,11,59,1.65,9,-0.866025404,-0.5,-0.5,0.866025404
2019/11/21,77,55,83,14,49,1.65,24,-0.951056516,-0.309016994,-0.5,0.866025404
2019/11/22,76,54,89,13,55,1.88,20,-0.994521895,-0.104528463,-0.5,0.866025404
2019/11/23,65,41,77,10,42,0.99,36,-0.994521895,0.104528463,-0.5,0.866025404
2019/11/24,39,6,40,5,16,0.4,61,-0.951056516,0.309016994,-0.5,0.866025404
2019/11/25,53,28,53,13,47,1.2,16,-0.866025404,0.5,-0.5,0.866025404
2019/11/26,65,44,71,16,47,1.05,19,-0.743144825,0.669130606,-0.5,0.866025404
2019/11/27,65,43,72,15,49,1.03,10,-0.587785252,0.809016994,-0.5,0.866025404
2019/11/28,101,75,91,20,46,1.59,23,-0.406736643,0.913545458,-0.5,0.866025404
2019/11/29,103,77,59,8,33,0.97,35,-0.207911691,0.978147601,-0.5,0.866025404
2019/11/30,57,31,42,6,26,0.6,47,-1.13E-15,1,-0.5,0.866025404
2019/12/1,49,16,54,6,31,0.68,46,0.207911691,0.978147601,-2.45E-16,1
2019/12/2,47,23,45,9,42,1.01,33,0.406736643,0.913545458,-2.45E-16,1
2019/12/3,48,29,48,13,52,1.43,19,0.587785252,0.809016994,-2.45E-16,1
2019/12/4,54,29,56,13,51,1.34,20,0.743144825,0.669130606,-2.45E-16,1
2019/12/5,62,36,64,13,55,1.31,21,0.866025404,0.5,-2.45E-16,1
2019/12/6,72,47,78,15,59,1.62,18,0.951056516,0.309016994,-2.45E-16,1
2019/12/7,88,65,88,15,65,1.9,15,0.994521895,0.104528463,-2.45E-16,1
2019/12/8,86,54,94,14,63,1.86,17,0.994521895,-0.104528463,-2.45E-16,1
2019/12/9,61,29,70,14,57,1.63,17,0.951056516,-0.309016994,-2.45E-16,1
2019/12/10,71,35,87,16,53,1.79,20,0.866025404,-0.5,-2.45E-16,1
2019/12/11,75,40,84,17,52,1.58,16,0.743144825,-0.669130606,-2.45E-16,1
2019/12/12,73,47,78,16,57,1.61,9,0.587785252,-0.809016994,-2.45E-16,1
2019/12/13,84,60,84,13,58,2,17,0.406736643,-0.913545458,-2.45E-16,1
2019/12/14,67,46,66,15,49,1.43,24,0.207911691,-0.978147601,-2.45E-16,1
2019/12/15,77,56,59,11,39,1.03,35,5.67E-16,-1,-2.45E-16,1
2019/12/16,89,62,81,10,44,1.35,34,-0.207911691,-0.978147601,-2.45E-16,1
2019/12/17,52,31,56,9,46,1.1,33,-0.406736643,-0.913545458,-2.45E-16,1
2019/12/18,54,33,53,14,52,1.29,22,-0.587785252,-0.809016994,-2.45E-16,1
2019/12/19,59,39,58,13,52,1.37,20,-0.743144825,-0.669130606,-2.45E-16,1
2019/12/20,77,55,76,13,58,1.73,19,-0.866025404,-0.5,-2.45E-16,1
2019/12/21,76,55,78,13,61,1.71,19,-0.951056516,-0.309016994,-2.45E-16,1
2019/12/22,73,53,75,11,63,1.65,22,-0.994521895,-0.104528463,-2.45E-16,1
2019/12/23,86,63,87,15,62,1.89,12,-0.994521895,0.104528463,-2.45E-16,1
2019/12/24,120,90,94,10,49,1.59,20,-0.951056516,0.309016994,-2.45E-16,1
2019/12/25,79,45,73,6,37,0.94,32,-0.866025404,0.5,-2.45E-16,1
2019/12/26,54,23,58,12,44,1.13,23,-0.743144825,0.669130606,-2.45E-16,1
2019/12/27,59,29,65,13,51,1.64,20,-0.587785252,0.809016994,-2.45E-16,1
2019/12/28,61,33,64,16,56,1.77,19,-0.406736643,0.913545458,-2.45E-16,1
2019/12/29,48,27,49,11,46,1.48,25,-0.207911691,0.978147601,-2.45E-16,1
2019/12/30,30,15,30,8,30,0.65,36,-1.13E-15,1,-2.45E-16,1
2019/12/31,58,39,54,13,44,1.18,18,0.207911691,0.978147601,-2.45E-16,1
