Date,AQI,PM2_5,PM10,SO2,NO2,CO,O3,sin_day,cos_day,sin_month,cos_month
2017-08-15,81,33,75,11,37,1.11,78,5.66553889764798e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2017-08-16,75,36,88,11,45,1.13,55,-0.20791169081775907,-0.9781476007338057,-0.8660254037844385,-0.5000000000000004
2017-08-17,82,45,102,12,41,1.22,70,-0.4067366430758002,-0.9135454576426009,-0.8660254037844385,-0.5000000000000004
2017-08-18,64,37,68,11,45,1.2,48,-0.587785252292473,-0.8090169943749475,-0.8660254037844385,-0.5000000000000004
2017-08-19,58,34,60,11,30,1.2,58,-0.743144825477394,-0.6691306063588585,-0.8660254037844385,-0.5000000000000004
2017-08-20,62,34,66,11,30,1.32,50,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004
2017-08-21,36,22,31,11,35,1.11,40,-0.9510565162951535,-0.30901699437494756,-0.8660254037844385,-0.5000000000000004
2017-08-22,50,31,41,11,32,1.36,52,-0.9945218953682733,-0.10452846326765423,-0.8660254037844385,-0.5000000000000004
2017-08-23,65,19,77,12,28,0.89,90,-0.9945218953682734,0.10452846326765299,-0.8660254037844385,-0.5000000000000004
2017-08-24,62,22,72,12,40,1.01,54,-0.9510565162951536,0.30901699437494723,-0.8660254037844385,-0.5000000000000004
2017-08-25,43,16,48,11,35,0.97,31,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004
2017-08-26,45,19,44,11,31,1.0,43,-0.743144825477394,0.6691306063588585,-0.8660254037844385,-0.5000000000000004
2017-08-27,51,33,46,12,41,1.3,23,-0.5877852522924734,0.8090169943749473,-0.8660254037844385,-0.5000000000000004
